0
(1.0833178814484867, 9.778870242553253)
(0.5107593055391701, 9.056426032671654)
(1.664291019246873, 5.706468343598415)
(3.8016903891969522, 8.057302455740768)
(4.177929426289619, 7.036121143284282)
(4.085915091588303, 4.446337710068169)
(8.088268024196418, 6.438752779236778)
(2.851996193965818, 7.10588148383934)
(7.467593458986688, 1.7043062947919996)
(6.195609282599966, 8.10307906901204)
(8.156555606091189, 2.65508193164828)
(6.4019665934763825, 0.14870699947019617)
(6.8435309196801235, 5.676069267414336)
(9.65028353922481, 4.900078811788973)
(3.0824666196058925, 7.594154647295555)
(9.132462405130592, 5.634327891769038)
(5.061948527017519, 6.793156348112777)
(1.5316576239686008, 7.905862501699341)
(8.16818305509107, 5.3685818065711395)
(2.755651087776181, 4.363032609852029)
(5.179734923563501, 6.172789578475486)
(4.36534573375326, 3.21830986965302)
(3.3656196136315386, 0.16820594859391358)
(4.49616739637464, 2.075681452234459)
(2.366140809689954, 6.02808481605128)
(1.2323753221867761, 2.8388055197088646)
(0.7743767373862442, 9.542732995974907)
(6.501113332314841, 3.3998526147639585)
(5.015530064672545, 0.7701609036921053)
(4.309721716127893, 1.912039485470094)
(2.424260228220554, 8.594389474144052)
(1.137357199187301, 9.342241042763387)
(5.8174557366037565, 0.5031227122671011)
(1.166652123278531, 6.216984513893877)
(9.399772813132422, 9.273360034625677)
(0.8986133326642309, 1.1493554095315317)
(1.243070612717847, 8.808137974931157)
(8.8324181940314, 2.3309615199660305)
(6.619213462366089, 9.480585794945833)
(1.8615714871813727, 2.1635571877195137)
(3.18503519343043, 2.611217301689681)
(7.8945001209455, 3.862613840604372)
(5.876180635609385, 8.309444278102934)
(4.220950492574842, 7.412888392106039)
(5.696955867598175, 3.858407895976743)
(5.740594399299641, 4.806571456154904)
(2.0348446389913732, 8.260792930203323)
(0.8018196457017157, 9.063367841466857)
(4.371833533681118, 7.8631057514823155)
(6.638015614744035, 7.6647161044272405)
(6.589366802806367, 2.3730437102275337)
(7.26748264310487, 9.46083244117839)
(3.6184493989202915, 9.767992187934073)
