0
(6.946992350876902, 9.64208032239049)
(4.1455307259520735, 1.8807788543179327)
(3.7117820632194487, 2.263443127414795)
(3.599135350647291, 2.452398684465016)
(7.146382316053195, 9.126667148697852)
(4.884227925846433, 8.169898641260483)
(7.866019696653293, 0.9935854300799507)
(1.23190556212589, 9.21467688674317)
(2.5798182463748454, 7.033482920715026)
(0.6476861496576203, 8.844893606301437)
**************************************************************
1
(0.25121881486505515, 9.93536752949568)
(7.237057769733973, 1.5718921680300846)
(6.471142886544317, 5.712473717281021)
(6.772835976464593, 6.599958267825057)
(2.9909188131935394, 9.05876802978847)
(9.50970122160497, 2.9657729377211983)
(4.286090130834374, 9.143024114969736)
(5.732803322128566, 3.714021089596393)
(8.424937341919476, 4.20798038944276)
(2.417226324334476, 9.294355145106012)
**************************************************************
2
(6.315313948735279, 0.2058176725371652)
(0.46408788990632166, 4.081265310153752)
(2.710501999121866, 5.04471341780863)
(4.97208675018546, 1.4787757314797312)
(9.252203553300687, 5.916893705848851)
(1.8447552189461947, 3.918522909757014)
(1.8892476627280286, 2.2709627371121788)
(7.525687143112407, 3.7748382777799816)
(9.397737957534249, 0.1709699540771803)
(0.3186985328515779, 2.607537815068004)
**************************************************************
